movie_title,tomatometer_rating,audience_rating,rating_discrepency
The Wizard,26.0,60.0,34.0
The Woods,71.0,37.0,34.0
Thirteen Ghosts (13 Ghosts),15.0,49.0,34.0
Ticked-off Trannies With Knives,80.0,46.0,34.0
Timeline,11.0,45.0,34.0
Triple Threat,70.0,36.0,34.0
Tropa de Elite (The Elite Squad),53.0,87.0,34.0
Tu Dors Nicole,100.0,66.0,34.0
Unhook the Stars,81.0,47.0,34.0
Viva Riva!,86.0,52.0,34.0
Walking Tall,26.0,60.0,34.0
Woman Thou Art Loosed,50.0,84.0,34.0
You May Not Kiss the Bride,0.0,34.0,34.0
Z For Zachariah,79.0,45.0,34.0
[REC] 4: Apocalypse,68.0,34.0,34.0
$ (Dollars) (The Heist),86.0,53.0,33.0
100 Bloody Acres,79.0,46.0,33.0
10th & Wolf,19.0,52.0,33.0
1922,90.0,57.0,33.0
388 Arletta Avenue,56.0,23.0,33.0
6 Below: Miracle On The Mountain,22.0,55.0,33.0
7 Chinese Brothers,77.0,44.0,33.0
A Bigger Splash,90.0,57.0,33.0
A Burning Hot Summer,55.0,22.0,33.0
"A Galaxy Far, Far Away",57.0,24.0,33.0
Acolytes,75.0,42.0,33.0
Afterglow,76.0,43.0,33.0
All I Wish (A Little Something for Your Birthday),14.0,47.0,33.0
American Pie Presents: Band Camp,17.0,50.0,33.0
An Invisible Sign,0.0,33.0,33.0
Appropriate Behavior,97.0,64.0,33.0
Are We There Yet?,12.0,45.0,33.0
Arthur Miller: Writer,91.0,58.0,33.0
Assaulted: CIVIL Rights Under Fire,60.0,93.0,33.0
Baskin,78.0,45.0,33.0
Beetle Queen Conquers Tokyo,91.0,58.0,33.0
Beyond the Ocean,33.0,0.0,33.0
Big Stan,11.0,44.0,33.0
Black Pond,100.0,67.0,33.0
Blaze,80.0,47.0,33.0
Blockers,83.0,50.0,33.0
Blood On The Mountain,90.0,57.0,33.0
Blood and Sand,100.0,67.0,33.0
Body Snatchers,71.0,38.0,33.0
Boogie (Summer Holiday),100.0,67.0,33.0
Bridget Jones: The Edge of Reason,27.0,60.0,33.0
"Camille Claudel, 1915",80.0,47.0,33.0
Cannonball Run II,13.0,46.0,33.0
Catch and Release,22.0,55.0,33.0
Charlie St. Cloud,27.0,60.0,33.0
Chicken Run,97.0,64.0,33.0
Chimera Strain,60.0,93.0,33.0
Chutney Popcorn,83.0,50.0,33.0
Click,33.0,66.0,33.0
Conquest of Space,60.0,27.0,33.0
Corky Romano,6.0,39.0,33.0
Creepy (Kuripi: Itsuwari no rinjin),91.0,58.0,33.0
Crossing Over,16.0,49.0,33.0
Daniel & Ana,56.0,89.0,33.0
Daughters of the Dust,98.0,65.0,33.0
Dead Water,0.0,33.0,33.0
Delta Farce,5.0,38.0,33.0
Despite The Falling Snow,9.0,42.0,33.0
Detention Of The Dead,57.0,24.0,33.0
Dirty Grandpa,11.0,44.0,33.0
Disco Godfather,83.0,50.0,33.0
Dog Eat Dog,51.0,18.0,33.0
Downriver,89.0,56.0,33.0
Elis,29.0,62.0,33.0
Elisa & Marcela,33.0,0.0,33.0
Employee of the Month,20.0,53.0,33.0
Ernest Scared Stupid,17.0,50.0,33.0
Everything Strange and New,60.0,27.0,33.0
Final Score,69.0,36.0,33.0
Firelight,50.0,83.0,33.0
Foreign Parts,100.0,67.0,33.0
From the Land of the Moon (Mal de pierres),33.0,66.0,33.0
Genius On Hold,83.0,50.0,33.0
Getaway,2.0,35.0,33.0
Gigante,94.0,61.0,33.0
Gloria,100.0,67.0,33.0
Going Under,17.0,50.0,33.0
Golmaal Returns,0.0,33.0,33.0
Gone Fishin',4.0,37.0,33.0
Gunshy,20.0,53.0,33.0
Hell & Back,0.0,33.0,33.0
"Hello, Dolly!",43.0,76.0,33.0
Hellraiser: Hellseeker,0.0,33.0,33.0
Homecoming,0.0,33.0,33.0
Honeyglue,36.0,69.0,33.0
Hounddog,15.0,48.0,33.0
House II: The Second Story,9.0,42.0,33.0
Hulk,62.0,29.0,33.0
"I, Frankenstein",5.0,38.0,33.0
In My Country,23.0,56.0,33.0
Inconceivable,31.0,64.0,33.0
Into The Forest,76.0,43.0,33.0
Itsy Bitsy,56.0,23.0,33.0
Jack and Jill,3.0,36.0,33.0
Jane White is Sick and Twisted,71.0,38.0,33.0
Kill Order,14.0,47.0,33.0
Kingdom of Heaven,39.0,72.0,33.0
Kiss The Girls,29.0,62.0,33.0
La Chèvre (The Goat) (Knock on Wood),50.0,83.0,33.0
Last Days In The Desert,77.0,44.0,33.0
Last Knights,13.0,46.0,33.0
Leprechaun 3,0.0,33.0,33.0
Life 2,89.0,56.0,33.0
Lilith,100.0,67.0,33.0
Little Fish,90.0,57.0,33.0
Lock Up,17.0,50.0,33.0
"Long Life, Happiness & Prosperity",29.0,62.0,33.0
Mafia!,14.0,47.0,33.0
Making Babies,25.0,58.0,33.0
Mandingo,31.0,64.0,33.0
Marmaduke,9.0,42.0,33.0
Maximum Overdrive,17.0,50.0,33.0
Meek's Cutoff,86.0,53.0,33.0
Mindhunters,24.0,57.0,33.0
Miss Bala,22.0,55.0,33.0
Museum Hours,94.0,61.0,33.0
Music from the Big House,50.0,83.0,33.0
New Life,29.0,62.0,33.0
Norman (Norman: The Moderate Rise and Tragic Fall of a New York Fixer),89.0,56.0,33.0
Nurse,61.0,28.0,33.0
Passengers,30.0,63.0,33.0
Play The Game,28.0,61.0,33.0
Plynace wiezowce (Floating Skyscrapers),75.0,42.0,33.0
Police Academy 5: Assignment Miami Beach,0.0,33.0,33.0
Project X,28.0,61.0,33.0
Redline,50.0,83.0,33.0
RiP: A Remix Manifesto,42.0,75.0,33.0
Romeo and Juliet: Sealed With a Kiss,20.0,53.0,33.0
Sacred Stage: The Mariinski Theater,33.0,0.0,33.0
Satan Hates You,33.0,0.0,33.0
Sausage Party,83.0,50.0,33.0
Saving Silverman,18.0,51.0,33.0
See You in Valhalla,0.0,33.0,33.0
Sharktopus,57.0,24.0,33.0
Shooter,47.0,80.0,33.0
Simon Birch,44.0,77.0,33.0
Something Borrowed,15.0,48.0,33.0
Soul Plane,18.0,51.0,33.0
Stevie Nicks: In Your Dreams,40.0,73.0,33.0
Strange Wilderness,2.0,35.0,33.0
Summer Catch,8.0,41.0,33.0
Super Troopers 2,33.0,66.0,33.0
Swamp Thing,67.0,34.0,33.0
Takers,29.0,62.0,33.0
Taking Lives,22.0,55.0,33.0
Ten Nights of Dreams (Yume jû-ya),80.0,47.0,33.0
That Man: Peter Berlin,93.0,60.0,33.0
The Art Star and the Sudanese Twins,86.0,53.0,33.0
The Assassin,80.0,47.0,33.0
The Bay,76.0,43.0,33.0
The Bedroom Window,81.0,48.0,33.0
The Big Gay Musical,100.0,67.0,33.0
The Big Wedding,7.0,40.0,33.0
The Black Pirate,100.0,67.0,33.0
The Bravados,100.0,67.0,33.0
The Brotherhood of Satan,0.0,33.0,33.0
The Confirmation,90.0,57.0,33.0
The Cookout,5.0,38.0,33.0
The Curse Of The Gothic Symphony,100.0,67.0,33.0
The Devil's Doorway,78.0,45.0,33.0
The Empty Hours,86.0,53.0,33.0
The Good Life,20.0,53.0,33.0
The Good Postman,100.0,67.0,33.0
The Great Raid,37.0,70.0,33.0
The Hole in the Ground,85.0,52.0,33.0
The Indian in the Cupboard,73.0,40.0,33.0
The Lady in the Car with Glasses and a Gun (La dame dans l'auto avec un fusil et des lunettes),80.0,47.0,33.0
The Machine,79.0,46.0,33.0
The Pebble and the Penguin,11.0,44.0,33.0
The People That Time Forgot,57.0,24.0,33.0
The Perfect Guy,18.0,51.0,33.0
The Rainbow Bridge Motel,33.0,0.0,33.0
The Resurrection of Gavin Stone,50.0,83.0,33.0
The Saint,30.0,63.0,33.0
The Sandpiper,10.0,43.0,33.0
The Shooting,100.0,67.0,33.0
The Shrine,67.0,34.0,33.0
The Solid Gold Cadillac,100.0,67.0,33.0
The Survivors,9.0,42.0,33.0
The Toxic Avenger: Part II,0.0,33.0,33.0
The Twilight Saga: New Moon,28.0,61.0,33.0
The World of Henry Orient,90.0,57.0,33.0
Tideland,31.0,64.0,33.0
Top Dog,0.0,33.0,33.0
Topaz,69.0,36.0,33.0
Tracker,85.0,52.0,33.0
Transformers: Age of Extinction,18.0,51.0,33.0
Treasure Island,31.0,64.0,33.0
Tremors 3 - Back to Perfection,67.0,34.0,33.0
Tulip Fever,10.0,43.0,33.0
Tyler Perry's Acrimony,18.0,51.0,33.0
Tyler Perry's Boo! A Madea Halloween,19.0,52.0,33.0
Uncle Sam,56.0,23.0,33.0
Under the Cherry Moon,34.0,67.0,33.0
Underworld: The Rise of the Lycans,30.0,63.0,33.0
Us,93.0,60.0,33.0
Van Helsing,24.0,57.0,33.0
Verotika,33.0,0.0,33.0
Wagon Master,100.0,67.0,33.0
War of the Worlds,75.0,42.0,33.0
When Jews Were Funny,67.0,34.0,33.0
While We're Young,84.0,51.0,33.0
Wichita,100.0,67.0,33.0
Wiener-Dog,74.0,41.0,33.0
Wuthering Heights,33.0,66.0,33.0
X: Night of Vengeance,70.0,37.0,33.0
Xanadu,25.0,58.0,33.0
ZMD: Zombies of Mass Destruction,67.0,34.0,33.0
Zero Bridge,77.0,44.0,33.0
1900 (Novecento),53.0,85.0,32.0
3000 Miles to Graceland,14.0,46.0,32.0
47 Ronin,16.0,48.0,32.0
6 Balloons,86.0,54.0,32.0
A Brother's Kiss,100.0,68.0,32.0
A Dark Song,92.0,60.0,32.0
A La Mala,43.0,75.0,32.0
A Poem Is A Naked Person,87.0,55.0,32.0
Accident Man,100.0,68.0,32.0
Acts of Violence,0.0,32.0,32.0
Afterschool,80.0,48.0,32.0
Alex of Venice,74.0,42.0,32.0
Alita: Battle Angel,61.0,93.0,32.0
American Zombie,72.0,40.0,32.0
Apache,78.0,46.0,32.0
Around the Bend,29.0,61.0,32.0
Ashes in the Snow,54.0,86.0,32.0
BASEketball,42.0,74.0,32.0
Baby's Day Out,20.0,52.0,32.0
Baggage Claim,16.0,48.0,32.0
Berberian Sound Studio,85.0,53.0,32.0
Beyond Rangoon,39.0,71.0,32.0
Blow,55.0,87.0,32.0
Blue Caprice,83.0,51.0,32.0
Boys of Abu Ghraib,30.0,62.0,32.0
Brother,47.0,79.0,32.0
Bunraku,17.0,49.0,32.0
Carnage Park,62.0,30.0,32.0
Caterpillar,85.0,53.0,32.0
Cavalcade,58.0,26.0,32.0
Caveman,22.0,54.0,32.0
Charlie and the Chocolate Factory,83.0,51.0,32.0
Cheaper by the Dozen,24.0,56.0,32.0
Chi-Raq,82.0,50.0,32.0
Christmas With the Kranks,5.0,37.0,32.0
Claire of the Moon,13.0,45.0,32.0
Colliding Dreams,94.0,62.0,32.0
Contraband,100.0,68.0,32.0
Cop,81.0,49.0,32.0
Crazy Horse,85.0,53.0,32.0
Daltry Calhoun,7.0,39.0,32.0
Death Wish V: The Face of Death,0.0,32.0,32.0
Defence of the Realm (Defense of the Realm),100.0,68.0,32.0
Deliver Us From Eva,44.0,76.0,32.0
Die Nacht der lebenden Loser (Night of the Living Dorks),33.0,65.0,32.0
Dynamite Warrior,67.0,35.0,32.0
Early Man,81.0,49.0,32.0
Everyday,74.0,42.0,32.0
Fallen,40.0,72.0,32.0
Farscape: The Peacekeeper Wars,60.0,92.0,32.0
Fools Rush In,32.0,64.0,32.0
For A Woman,90.0,58.0,32.0
For Richer or Poorer,14.0,46.0,32.0
For the Boys,43.0,75.0,32.0
Friends With Money,72.0,40.0,32.0
Front Cover,82.0,50.0,32.0
Gangster Land (In the Absence of Good Men),0.0,32.0,32.0
Garfield: A Tail of Two Kitties,11.0,43.0,32.0
Ghost Team One,36.0,68.0,32.0
Glass,37.0,69.0,32.0
Gone,10.0,42.0,32.0
Good Neighbors,67.0,35.0,32.0
Gored,78.0,46.0,32.0
Grand Piano,79.0,47.0,32.0
Guinevere,86.0,54.0,32.0
Halloween,27.0,59.0,32.0
Haunt,68.0,100.0,32.0
Hearing Is Believing,60.0,92.0,32.0
Heart of a Dog,96.0,64.0,32.0
Hide,83.0,51.0,32.0
Hollywood Dreams,36.0,68.0,32.0
Hotel de Love,22.0,54.0,32.0
I Am Not a Serial Killer,93.0,61.0,32.0
Immortal Beloved,55.0,87.0,32.0
Jamesy Boy,26.0,58.0,32.0
Joe Kidd,86.0,54.0,32.0
Justice League,40.0,72.0,32.0
King Solomon's Mines,92.0,60.0,32.0
L.A. Slasher,0.0,32.0,32.0
Lake Mungo,94.0,62.0,32.0
Let's Be Cops,19.0,51.0,32.0
Life as We Know It,29.0,61.0,32.0
Life of Riley,76.0,44.0,32.0
Little Men,96.0,64.0,32.0
Matinee,94.0,62.0,32.0
Maurice Richard (The Rocket),56.0,88.0,32.0
Mavis!,97.0,65.0,32.0
Max,38.0,70.0,32.0
Midnight Sun,22.0,54.0,32.0
Mighty Fine,19.0,51.0,32.0
Mighty Joe Young,95.0,63.0,32.0
Milton's Secret,38.0,70.0,32.0
My Best Friend's Girl,14.0,46.0,32.0
My Life,42.0,74.0,32.0
No se aceptan devoluciones (Instructions Not Included),57.0,89.0,32.0
Northwest Passage,100.0,68.0,32.0
Old Stone (Lao Shi),96.0,64.0,32.0
"On Any Sunday, The Next Chapter",54.0,86.0,32.0
Otherhood,26.0,58.0,32.0
Passion of Mind,19.0,51.0,32.0
Pinocchio,0.0,32.0,32.0
Pokémon 3: The Movie,21.0,53.0,32.0
Pulse,62.0,30.0,32.0
"Question humaine, La, (Heartbeat Detector)",80.0,48.0,32.0
Rabies,80.0,48.0,32.0
Radius,92.0,60.0,32.0
Rambo (Rambo IV),37.0,69.0,32.0
Red Dog: True Blue,100.0,68.0,32.0
River,85.0,53.0,32.0
Robinson Crusoe on Mars,94.0,62.0,32.0
Salvation Army,73.0,41.0,32.0
Saw 3D,10.0,42.0,32.0
Serbis (Service),83.0,51.0,32.0
Sgt. Pepper's Lonely Hearts Club Band,12.0,44.0,32.0
Shanghai,4.0,36.0,32.0
Shank,0.0,32.0,32.0
Sholem Aleichem: Laughing in the Darkness,100.0,68.0,32.0
Silent Hill,31.0,63.0,32.0
Smokin' Aces,30.0,62.0,32.0
Soldier,12.0,44.0,32.0
Story of a Love Affair (Cronaca di un amore),92.0,60.0,32.0
Stroker Ace,20.0,52.0,32.0
Suicide Squad,27.0,59.0,32.0
Sunlight Jr.,65.0,33.0,32.0
Surfwise,98.0,66.0,32.0
Survivors Guide to Prison,100.0,68.0,32.0
Teenage Mutant Ninja Turtles II - The Secret of the Ooze,35.0,67.0,32.0
The 13th Warrior,33.0,65.0,32.0
The 4th Dimension,63.0,31.0,32.0
The Baytown Outlaws,22.0,54.0,32.0
The Da Vinci Code,25.0,57.0,32.0
The Dark Tapes,89.0,57.0,32.0
The Debt Collector,80.0,48.0,32.0
The Delta Force,18.0,50.0,32.0
The Expedition to the End of the World,84.0,52.0,32.0
The Flowers of War,41.0,73.0,32.0
The Freshman,93.0,61.0,32.0
The Fruit Hunters,100.0,68.0,32.0
The Gatekeeper,52.0,20.0,32.0
The Gingerdead Man,60.0,28.0,32.0
The Girlfriend Experience,67.0,35.0,32.0
The Happiest Millionaire,50.0,82.0,32.0
The Hitman,13.0,45.0,32.0
The Housemaid (Cô Hâu Gái),69.0,37.0,32.0
The Kid Who Would Be King,90.0,58.0,32.0
The Last American Hero,80.0,48.0,32.0
The Look,84.0,52.0,32.0
The Magic of Belle Isle,30.0,62.0,32.0
The Master of Disguise,1.0,33.0,32.0
The Messengers,12.0,44.0,32.0
The Monster That Challenged the World,67.0,35.0,32.0
The Morning After,71.0,39.0,32.0
The New Twenty,50.0,18.0,32.0
The Night Eats the World (La nuit a dévoré le monde),84.0,52.0,32.0
The Notebook,53.0,85.0,32.0
The Odd Life of Timothy Green,35.0,67.0,32.0
The Old Man & the Gun,93.0,61.0,32.0
The Other Woman,25.0,57.0,32.0
The Patrol,64.0,32.0,32.0
The Reptile,71.0,39.0,32.0
The Sadist,100.0,68.0,32.0
The Secret Scripture,36.0,68.0,32.0
The Shoes of the Fisherman,43.0,75.0,32.0
The Tribe (La tribu),71.0,39.0,32.0
The Trigger Effect,75.0,43.0,32.0
The Trip,39.0,71.0,32.0
The Two Faces of January,80.0,48.0,32.0
The Void,78.0,46.0,32.0
The Vow,31.0,63.0,32.0
The Witch,90.0,58.0,32.0
Three Smart Girls,86.0,54.0,32.0
Treasure Island,100.0,68.0,32.0
True Believer,95.0,63.0,32.0
Under Suspicion,25.0,57.0,32.0
Valentin,61.0,93.0,32.0
Walking Out,90.0,58.0,32.0
What Boys Like,0.0,32.0,32.0
When the Bough Breaks,13.0,45.0,32.0
White Noise 2,75.0,43.0,32.0
White Zombie,90.0,58.0,32.0
Whiteboyz,13.0,45.0,32.0
Why Did I Get Married?,46.0,78.0,32.0
Wild America,27.0,59.0,32.0
Wind,50.0,82.0,32.0
Winter Kills,87.0,55.0,32.0
Wolke Neun (Cloud 9),90.0,58.0,32.0
Wonderful Town,88.0,56.0,32.0
10 Minutes Gone,0.0,31.0,31.0
11-Sep,11.0,42.0,31.0
13 Hours: The Secret Soldiers Of Benghazi,51.0,82.0,31.0
3-4x juugatsu (Boiling Point),94.0,63.0,31.0
A Bird of the Air,30.0,61.0,31.0
"A Bread Factory, Part One: For the Sake of Gold",100.0,69.0,31.0
A Country Called Home,17.0,48.0,31.0
A Walk in the Clouds,44.0,75.0,31.0
Absentia,80.0,49.0,31.0
Abuse of Weakness,85.0,54.0,31.0
Acts of Vengeance,55.0,24.0,31.0
Africa: The Serengeti,100.0,69.0,31.0
Alexander's Ragtime Band,80.0,49.0,31.0
All Is Lost,94.0,63.0,31.0
All Through the Night,100.0,69.0,31.0
Annie,28.0,59.0,31.0
Après lui,83.0,52.0,31.0
Ash Is Purest White,99.0,68.0,31.0
Asoka,100.0,69.0,31.0
Bad Girls,9.0,40.0,31.0
Barefoot,14.0,45.0,31.0
Beer League,27.0,58.0,31.0
Beloved Sisters,72.0,41.0,31.0
Benji,86.0,55.0,31.0
Better Start Running,33.0,64.0,31.0
Biker Boyz,23.0,54.0,31.0
Bullet Head,59.0,28.0,31.0
Cabiria,100.0,69.0,31.0
Can't Stop the Music,7.0,38.0,31.0
Catch Hell,0.0,31.0,31.0
Catfight,73.0,42.0,31.0
Children of the Corn 666: Isaac's Return,0.0,31.0,31.0
Cockneys vs Zombies,76.0,45.0,31.0
Cold Sweat (Sudor frío),73.0,42.0,31.0
Company Man,14.0,45.0,31.0
Country Strong,22.0,53.0,31.0
Cult of Chucky,78.0,47.0,31.0
Dark Crimes,0.0,31.0,31.0
Dead Silence,20.0,51.0,31.0
Decision Before Dawn,100.0,69.0,31.0
Die Hard: With a Vengeance,52.0,83.0,31.0
"Die, Monster, Die!",71.0,40.0,31.0
Disturbing The Peace,100.0,69.0,31.0
Dreamscape,77.0,46.0,31.0
Dust Devil,29.0,60.0,31.0
Dust to Glory,60.0,91.0,31.0
Eating,71.0,40.0,31.0
Echelon Conspiracy,0.0,31.0,31.0
Equity,83.0,52.0,31.0
Eragon,16.0,47.0,31.0
Errors Of The Human Body,73.0,42.0,31.0
Escape From Tomorrow,56.0,25.0,31.0
Falling from Grace,75.0,44.0,31.0
Famous Nathan,100.0,69.0,31.0
Festival in Cannes,65.0,34.0,31.0
Frank & Lola,69.0,38.0,31.0
Fur: An Imaginary Portrait of Diane Arbus,32.0,63.0,31.0
Good Burger,32.0,63.0,31.0
Goodbye to All That,62.0,31.0,31.0
Gothika,14.0,45.0,31.0
Guidance,88.0,57.0,31.0
Halloween - The Curse of Michael Myers (Halloween 6),6.0,37.0,31.0
Heartless,78.0,47.0,31.0
Heaven & Earth,40.0,71.0,31.0
Hell and Back Again,100.0,69.0,31.0
Hick,5.0,36.0,31.0
Highwater,43.0,74.0,31.0
Hitman: Agent 47,9.0,40.0,31.0
Honeymoon,75.0,44.0,31.0
Hudson Hawk,26.0,57.0,31.0
In Between Days,86.0,55.0,31.0
In Country,68.0,37.0,31.0
Indiscreet,100.0,69.0,31.0
Intersection,9.0,40.0,31.0
Io,31.0,0.0,31.0
Jack,18.0,49.0,31.0
Jerichow,89.0,58.0,31.0
Kalamity,0.0,31.0,31.0
Kama Sutra: A Tale of Love,40.0,71.0,31.0
Kikujiro,61.0,92.0,31.0
Kill Command,75.0,44.0,31.0
Killers,10.0,41.0,31.0
Kung-Fu Yoga,48.0,17.0,31.0
La princesse de Montpensier (The Princess of Montpensier),85.0,54.0,31.0
Lamb,85.0,54.0,31.0
Legion of Brothers,100.0,69.0,31.0
Life is a Bed of Roses,75.0,44.0,31.0
Listen Up Philip,85.0,54.0,31.0
Lost Child,44.0,75.0,31.0
Lured,100.0,69.0,31.0
Mad Dog and Glory,77.0,46.0,31.0
Mad Max Beyond Thunderdome,80.0,49.0,31.0
Mala Noche,95.0,64.0,31.0
Man in Red Bandana,63.0,94.0,31.0
McLibel: Two Worlds Collide,100.0,69.0,31.0
Mojave,31.0,0.0,31.0
Morning,45.0,14.0,31.0
Mr. Jones,50.0,19.0,31.0
Mr. Lucky,100.0,69.0,31.0
My Amityville Horror,70.0,39.0,31.0
My Boyfriend's Back,14.0,45.0,31.0
My Cousin Rachel,76.0,45.0,31.0
National Lampoon's Loaded Weapon 1,18.0,49.0,31.0
National Treasure: Book of Secrets,36.0,67.0,31.0
Outlaw,21.0,52.0,31.0
Overboard,24.0,55.0,31.0
Paul Goodman Changed My Life,95.0,64.0,31.0
Piranha,72.0,41.0,31.0
Piranha 3-D,74.0,43.0,31.0
Pirates of the Caribbean: Dead Men Tell No Tales,30.0,61.0,31.0
Planeat,40.0,71.0,31.0
Pokémon The Movie: I Choose You!,33.0,64.0,31.0
Priest,15.0,46.0,31.0
Prom Night,7.0,38.0,31.0
Public Access,58.0,27.0,31.0
Queen and Country,77.0,46.0,31.0
Queen of the Lot,31.0,62.0,31.0
Rancho Deluxe,69.0,38.0,31.0
Rapt,97.0,66.0,31.0
Ravenous,47.0,78.0,31.0
Red Hollywood,71.0,40.0,31.0
Resident Evil,36.0,67.0,31.0
Ritchie Boys,100.0,69.0,31.0
Road to Singapore,100.0,69.0,31.0
Sabotage,100.0,69.0,31.0
Santa Fe Trail,83.0,52.0,31.0
Shadow Dancer,83.0,52.0,31.0
Shoujyo: An Adolescent,50.0,81.0,31.0
Silent Night,64.0,33.0,31.0
Silk Stockings,100.0,69.0,31.0
Small Town Gay Bar,100.0,69.0,31.0
Small Town Murder Songs,79.0,48.0,31.0
St Trinian's II: The Legend of Fritton's Gold,14.0,45.0,31.0
Stakeout,87.0,56.0,31.0
Standard Time (Anything But Love),36.0,67.0,31.0
Starship Troopers 3: Marauder,50.0,19.0,31.0
Stitch! The Movie,20.0,51.0,31.0
Strange But True,52.0,83.0,31.0
Strange Culture,91.0,60.0,31.0
Subspecies,83.0,52.0,31.0
Summer Storm (Sommersturm),47.0,78.0,31.0
Sunset Edge,69.0,38.0,31.0
Sunset Song,81.0,50.0,31.0
Sympathy for Mr. Vengeance,54.0,85.0,31.0
Take Me To The River,74.0,43.0,31.0
Taken 3,13.0,44.0,31.0
Tashan,50.0,19.0,31.0
Teacher,100.0,69.0,31.0
That's My Boy,20.0,51.0,31.0
The Beast With Five Fingers,89.0,58.0,31.0
The Beguiled,79.0,48.0,31.0
The Big Trail,100.0,69.0,31.0
The Blair Witch Project,87.0,56.0,31.0
The Bridge of San Luis Rey,4.0,35.0,31.0
The Bubble,53.0,84.0,31.0
The Case for Christ,59.0,90.0,31.0
The Colossus of Rhodes,63.0,32.0,31.0
The Dark,87.0,56.0,31.0
The Emoji Movie,7.0,38.0,31.0
The Fall of the Roman Empire,100.0,69.0,31.0
The Fast and the Furious: Tokyo Drift,38.0,69.0,31.0
The First Deadly Sin,63.0,32.0,31.0
The Forgotten Space,71.0,40.0,31.0
The Funhouse Massacre,69.0,38.0,31.0
The Gang's All Here,100.0,69.0,31.0
The Hitcher,21.0,52.0,31.0
The Holiday,49.0,80.0,31.0
The Houses October Built,60.0,29.0,31.0
The Hustle,14.0,45.0,31.0
The Invisible Woman,75.0,44.0,31.0
The Kindergarten Teacher (Haganenet),76.0,45.0,31.0
The Ladies Man,11.0,42.0,31.0
The Ladies' Man,100.0,69.0,31.0
The Longest Yard,31.0,62.0,31.0
The Miracle Season,52.0,83.0,31.0
The Mostly Unfabulous Social Life of Ethan Green,27.0,58.0,31.0
The Neighbor,67.0,36.0,31.0
The Nut Job,12.0,43.0,31.0
The Passion of the Christ,49.0,80.0,31.0
The Perfect Date,69.0,38.0,31.0
The Prince & Me,28.0,59.0,31.0
The Quiet,21.0,52.0,31.0
The Secret Life of Pets 2,59.0,90.0,31.0
The Tailor of Panama,77.0,46.0,31.0
The Three Musketeers,31.0,62.0,31.0
The Trip To Italy,87.0,56.0,31.0
The Turning,85.0,54.0,31.0
The Wedding Video,67.0,36.0,31.0
The Wood,61.0,92.0,31.0
Tip Top,53.0,22.0,31.0
Trancers,83.0,52.0,31.0
Trapped,17.0,48.0,31.0
Trespass Against Us,57.0,26.0,31.0
Twilight,60.0,29.0,31.0
Under The Boardwalk: The Monopoly Story,85.0,54.0,31.0
Union Square,66.0,35.0,31.0
Van Wilder: The Rise of Taj (Van Wilder 2),7.0,38.0,31.0
Vengeance (Fuk sau),91.0,60.0,31.0
Wagons East!,0.0,31.0,31.0
We Are Marshall,48.0,79.0,31.0
Wedding Palace,33.0,64.0,31.0
Weekend at Bernie's II,10.0,41.0,31.0
Werewolf of London,77.0,46.0,31.0
What Keeps You Alive,82.0,51.0,31.0
What Richard Did,91.0,60.0,31.0
When Night Is Falling,50.0,81.0,31.0
Wonderland,34.0,65.0,31.0
Xenia,86.0,55.0,31.0
Young Adult,80.0,49.0,31.0
Young Guns II,35.0,66.0,31.0
13 Rue Madeleine,83.0,53.0,30.0
"2 Autumns, 3 Winters",78.0,48.0,30.0
21,36.0,66.0,30.0
24 Exposures,35.0,5.0,30.0
30 Miles from Nowhere,80.0,50.0,30.0
45 Years,97.0,67.0,30.0
8MM,22.0,52.0,30.0
Above the Rim,53.0,83.0,30.0
Aeon Flux,9.0,39.0,30.0
Aftermath,47.0,17.0,30.0
Agnes Browne,41.0,71.0,30.0
Alex & Emma,11.0,41.0,30.0
All Quiet on the Western Front,100.0,70.0,30.0
An Everlasting Piece,48.0,78.0,30.0
Anna Karenina,100.0,70.0,30.0
Assassins,15.0,45.0,30.0
Assault of the Killer Bimbos,17.0,47.0,30.0
Awake,24.0,54.0,30.0
Babe,97.0,67.0,30.0
Baghead,78.0,48.0,30.0
Bang The Drum Slowly,92.0,62.0,30.0
Barnyard,22.0,52.0,30.0
Bastards,67.0,37.0,30.0
Beeswax,74.0,44.0,30.0
Before I Disappear,37.0,67.0,30.0
Bill,89.0,59.0,30.0
Billionaire Boys Club,7.0,37.0,30.0
Blame It on Rio,9.0,39.0,30.0
Blinky Bill The Movie,73.0,43.0,30.0
Brahman Naman,75.0,45.0,30.0
Cameraperson,99.0,69.0,30.0
Camp Rock,45.0,75.0,30.0
Candy,47.0,77.0,30.0
Charlotte Gray,33.0,63.0,30.0
Chat gim (The Seven Swords),25.0,55.0,30.0
Christmas Carol - The Movie,17.0,47.0,30.0
Cimarron,55.0,25.0,30.0
Claire in Motion,59.0,29.0,30.0
Confessions of a Burning Man,30.0,60.0,30.0
Convoy,43.0,73.0,30.0
"Corrina, Corrina",39.0,69.0,30.0
Cropsey,91.0,61.0,30.0
Da Sweet Blood of Jesus,47.0,17.0,30.0
Da uomo a uomo (Death Rides A Horse) (As Man to Man),40.0,70.0,30.0
Dear Wendy,36.0,66.0,30.0
Dear White People,91.0,61.0,30.0
Dementia 13,65.0,35.0,30.0
Dial A Prayer,71.0,41.0,30.0
Digging to China,43.0,73.0,30.0
Dixieland,10.0,40.0,30.0
